"","Tweet","Time Stamp","Twitter Handle","Latitude","Longitude","Topic"
"101","@linnyitssn You accused Ted Cruz of wanting to kill transgenders  give me a citation for this instead of slandering.","Fri Mar 04 00:12:11 +0000 2016","CatlinNya",52.1630765,"5.2626035","intersectionality"
"102","The biggest issue in 2016 is the U.S. Supreme Court. That will determine our future for all time  not just 8 years. #tcot #prolife #tedcruz","Fri Mar 04 02:30:11 +0000 2016","mba4life",40.8207125,"-74.5582155","reproductive_rights"
"103","@daddy18880 Another yuge endorsement for Ted. Cruz has wrestled the diversity title away from Marco. https://t.co/DNx1sUmypt","Fri Mar 04 02:47:47 +0000 2016","TruckingDefense",30.4591,"-91.0907995","intersectionality"
"104","@Caitlyn_Jenner your support of anti-trans @tedcruz is a slap in the face for the #Transgender community. #TransForHillary #translivesmatter","Fri Mar 04 04:58:24 +0000 2016","jassyberries",41.1352835,"-104.787092","intersectionality"
"105","@tmaxpower @Cam_Johns97 @realDonaldTrump yep  it's been about 8 minutes now  and he's stated 1 thing about abortion","Fri Mar 04 06:14:52 +0000 2016","WDFx2EU",41.8335845,"-87.732013","reproductive_rights"
"106","Why didn't Fox News ask about Ted Cruz  And Marco Rubio about the Dildo testing business for the Transgender community not asked once.","Fri Mar 04 14:05:27 +0000 2016","bryankwynn2",39.7141,"-86.082701","intersectionality"
"107","LRT is v spot on. Racism isn't necessarily stupid  but it is evil. Ted Cruz (for example) isn't dumb  he's monstrous.","Fri Mar 04 15:36:55 +0000 2016","oilcantim",41.8335845,"-87.732013","intersectionality"
"108","@PhilthePill Jeb Bush's campaign wanted Trump to do well because he'd be easy for him to beat.","Fri Mar 04 16:43:44 +0000 2016","VK_HM",53.3549025,"-6.2476215","reproductive_rights"
"109","ted cruz looks like hes into rape","Sat Mar 05 01:00:14 +0000 2016","ryleejayy_",37.4853155,"-97.23298","violence_against_women"
"110","If only they turned this sexist Q on its head and asked about cookies made by Trump  Rubio  Cruz and Sanders.  https://t.co/Gbf4LMsaXP","Sat Mar 05 02:48:05 +0000 2016","jenfosterlerner",38.9860885,"-94.6345835","feminism"
"111","@elisabethmroche @EmilyTwheat just voted for .@HillaryClinton  #GeauxVote now to be part of a movement for Herstory https://t.co/rCtMoM3lvE","Sat Mar 05 17:42:16 +0000 2016","SarahGibson26",30.4591,"-91.0907995","professional_gap"
"112","Ignoring racism might work if there were like  2 racists left. Now it's deep-rooted &amp; systemic &amp; must be challenged https://t.co/QZRPzmLesA","Sat Mar 05 20:13:47 +0000 2016","bluedillygal",30.4762155,"-84.266174","intersectionality"
"113","Ted Cruz is cleaning house in Kansas.","Sat Mar 05 20:59:57 +0000 2016","DentonClark17",38.498196,"-98.319925","professional_gap"
"114","Obama started the race wars during his 1st term now they've escalated hillary will continue to racial divide America https://t.co/wRx8ok4mlN","Sat Mar 05 22:16:22 +0000 2016","beyer_linda",26.63648,"-81.986834","intersectionality"
"115","Will Caitlyn Jenner be #TedCruz2016 transgender spokesperson? https://t.co/G5sTo1gSJ4","Sat Mar 05 22:37:16 +0000 2016","Uniqueforu1",31.1688935,"-100.0768885","intersectionality"
"116","@YorksSocialist @HunterHRC2016 fuck you. Bernie bought  paid for by NRA  voted against AMBER Alerts  I s NRA'S bitch  wrote rape essay @ 31","Sun Mar 06 01:18:49 +0000 2016","arln1966",26.150368,"-80.1491725","violence_against_women"
"117","Wow! That's almost enlightened enough for me to vote for @tedcruz. Nahhh... #lgbtqlove #transgender #LoveTrumpsHate  https://t.co/UWpKQUuUTz","Sun Mar 06 06:29:05 +0000 2016","TheTadDaley",27.698682,"-83.804475","intersectionality"
"118","#NancyReagan aka #dragonlady for working with her husband when #POTUS What will media call #Bill if #Hillary's elected? #DoubleStandard!","Sun Mar 06 17:32:44 +0000 2016","WorthHaving1",41.1179365,"-77.604684","feminism"
"119","#blackoutday Peyton Manning #Fake1990sFacts #SundayFunday #BlackWomenVote Racists for Trump how appropriate!  #CruzCrew","Sun Mar 06 20:34:56 +0000 2016","WBVT_98FM",40.780709,"-73.9685415","professional_gap"
"120","@ConserveCast @tedcruz There IS no PP w/out abortion. One of Trump's silliest ideas. Pay for power  equipment  etc.  u pay for abortions.","Mon Mar 07 00:49:34 +0000 2016","terib3294",32.6782075,"-83.1738665","reproductive_rights"
"121","Bernie needs to read Sugrue. Detroit's story way more complicated than corporate greed and jobs to Mexico. No mention of racism?","Mon Mar 07 01:40:29 +0000 2016","atkinsda",42.9564115,"-85.6411415","intersectionality"
"122","Apparently it's sexist for Bernie Sanders to oppose being interrupted by Hillary when it's HIS turn to speak. HOW IS THAT SEXIST","Mon Mar 07 04:59:16 +0000 2016","TZukofski",40.5517695,"-74.466483","feminism"
"123","Bernie had the crowd with his giveaway programs  but then he interrupted Hillary once so  you know  Sexist!. @redsteeze @EsotericCD","Mon Mar 07 05:43:04 +0000 2016","MartiniShark",26.270261,"-80.2497725","feminism"
"124","It's not sexist it's just not nice??? But so wasn't Hillary when she interrupted him??  https://t.co/5A5ojpcO4O","Mon Mar 07 14:43:01 +0000 2016","jessicatdlm",54.068005,"-2.7751315","feminism"
"125","Ghetto living  being poor  &amp; racism is not restricted to Blacks. @BernieSanders needs to update his rhetoric.#BlackLivesMatter #Hillary2016","Mon Mar 07 16:46:07 +0000 2016","DalineMagee",37.980826,"-121.3004255","intersectionality"
